,label_2,sentiment,sentiment_2,Interest_rate,change_of_rate
2018-10-01,0.9695659461624023,0.28397754043978485,-0.6767899569057444,0.75,0.0
2018-11-01,0.6821749043569322,0.34336451454489325,-0.5383467721325546,0.75,0.0
2018-12-01,0.4788095551817675,0.3882434585537677,-0.5252682548292692,0.75,0.0
2019-01-01,0.3369690978230276,0.34059314819830583,-0.4652081820557744,0.75,0.0
2019-02-01,0.2366136364767368,0.28423412183082253,-0.33629815917913597,0.75,0.0
2019-03-01,0.16578964500462542,-0.24134217014636164,-0.5349596320099425,0.75,0.0
2019-04-01,0.11745336880094906,-0.26507031251631274,-0.6642030316927883,0.75,0.0
2019-05-01,0.08280213687801076,-0.14312510226455752,-0.5731282437447179,0.75,0.0
2019-06-01,0.058452860009683805,-0.04003440457938614,-0.6891001531446641,0.75,0.0
2019-07-01,0.04112429750887048,0.013832890890780639,-0.4946558923507395,0.75,0.0
2019-08-01,0.028989640191624186,0.038682722713696126,-0.635558025438373,0.75,0.0
2019-09-01,0.010761270437354056,0.15731928624621785,-0.4974721697822873,0.75,0.0
2019-10-01,-0.2908149018658258,-0.19151423205818213,-0.6474090776807316,0.75,0.0
2019-11-01,-0.4914155235879933,-0.23478274718582223,-0.7409379907082181,0.75,0.0
2019-12-01,-0.34491808061464707,-0.03113476744442149,-0.4887596185134655,0.75,0.0
2020-01-01,-0.2427410580524283,-0.051143692623917845,-0.6354040704835261,0.75,0.0
2020-02-01,-0.17210706152857677,-0.1865334869862657,-0.5960035227534297,0.75,0.0
